county1,county2,county3,city,precinct,election_date,issue,result,for_vote,against_vote,status_before,status_current,status_before_detail,status_current_detail,fiscal_year,jurid,issue.clean,prohibitory,beer.wine,mixed.beverges,all.alocohol,off.premise,on.premise,cert
Bowie,NA,NA,Maud,NA,5/6/2017,"legal sale of all alcoholic beverages, including mixed beverages.",passed,156,142,dry,wet,NA,NA,2017,Bowie___Maud_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Ellis,NA,NA,Maypearl,NA,11/5/2013,"legal sale of all alcoholic beverages, including mixed beverages.",passed,71,26,dry,wet,NA,NA,2014,Ellis___Maypearl_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Gray,NA,NA,McLean,NA,5/7/2016,"legal sale of all alcoholic beverages, including mixed beverages.",passed,81,30,dry,wet,NA,NA,2016,Gray___McLean_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Gray,NA,NA,McLean,NA,5/7/2016,legal sale of beer and wine for off-premises consumption only.,passed,78,34,dry,wet,NA,NA,2016,Gray___McLean_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Rockwall,NA,NA,McLendon-Chisholm,NA,11/5/2013,legal sale of beer and wine for off-premises consumption only.,passed,89,47,dry,wet,NA,NA,2014,Rockwall___McLendon-Chisholm_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Grayson,NA,NA,Melissa,NA,5/9/2015,legal sale of beer and wine for off-premises consumption only.,passed,255,112,dry,wet,NA,NA,2015,Grayson___Melissa_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Bosque,NA,NA,Meridian,NA,11/2/2010,"legal sale of all alcoholic beverages, including mixed beverages.",passed,224,168,wet,wet,not wet throughout for the sale of all alcoholic beverages including mixed beverages,all parts of the city are “wet” for the sale of all alcoholic beverages including mixed beverages. ,2011,Bosque___Meridian_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Irion,NA,NA,Mertzon,NA,5/10/2014,legal sale of beer for off-premises consumption only.,passed,95,32,dry,wet,NA,NA,2014,Irion___Mertzon_,legal sale of beer for off-premises consumption only,0,1,0,0,1,0,0
Dallas,Kaufman,NA,Mesquite,NA,5/14/2011,legal sale of beer and wine for off-premises consumption only.,passed,2927,2782,wet,wet,mixed beverages in restaurants by food and beverage certificate holders ,also wet for the sale of beer and wine for off-premises consumption.,2011,Dallas_Kaufman__Mesquite_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Runnels,NA,NA,Miles,NA,11/6/2018,"legal sale of all alcoholic beverages, including mixed beverages.",passed,203,70,wet,wet,beer ,all alcoholic beverages including mixed beverages.,2019,Runnels___Miles_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Ellis,NA,NA,Milford,NA,11/6/2012,legal sale of beer and wine for off-premises consumption only.,passed,161,62,dry,wet,NA,NA,2013,Ellis___Milford_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Parker,NA,NA,Millsap,NA,11/2/2010,legal sale of beer and wine.,passed,50,27,dry,wet,NA,NA,2011,Parker___Millsap_,legal sale of beer and wine,0,1,0,0,0,1,0
Parker,NA,NA,Millsap,NA,11/2/2010,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,50,27,dry,wet,NA,NA,2011,Parker___Millsap_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Wood,NA,NA,Mineola,NA,5/14/2011,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,441,406,dry,wet,NA,NA,2011,Wood___Mineola_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Wood,NA,NA,Mineola,NA,5/14/2011,legal sale of beer and wine for off-premises consumption only.,passed,440,419,dry,wet,NA,NA,2011,Wood___Mineola_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Palo Pinto,Parker,NA,Mineral Wells,NA,5/12/2012,legal sale of all alcoholic beverages for off-premises consumption only.,passed,880,375,wet,wet,was “wet” for the sale of beer,remains “wet” for the sale of beer and is also now “wet” throughout for the sale of all alcoholic beverages for off-premises consumption only.,2012,Palo Pinto_Parker__Mineral Wells_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Palo Pinto,Parker,NA,Mineral Wells,NA,11/6/2018,"legal sale of all alcoholic beverages, including mixed beverages.",passed,2584,756,wet,wet,“wet” for the sale of beer and for the sale of all alcoholic beverages for off-premises consumption,“wet” for all alcoholic beverage sales including the sale of mixed beverages.,2019,Palo Pinto_Parker__Mineral Wells_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Chambers,NA,NA,Mont Belvieu,NA,11/7/2017,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,441,90,wet,wet,“wet” only for the sale of all alcoholic beverages for off-premises consumption,"remains wet for such sales, while also “wet” for the sale of mixed beverages in restaurants by food and beverage certificate holders.",2018,Chambers___Mont Belvieu_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Titus,NA,NA,Mount Pleasant,NA,5/4/2019,legal sale of all alcoholic beverages for off-premises consumption only.,passed,760,662,wet,wet,“wet” for the sale of beer and wine for off-premises consumption and for the sale in mixed beverages in restaurants by food and beverage certificate holders.,remains “wet” for the sale in mixed beverages in restaurants by food and beverage certificate holders and is now also “wet” for the sale of all alcoholic beverages for off-premises consumption.,2019,Titus___Mount Pleasant_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Titus,NA,NA,Mount Pleasant,NA,11/3/2015,legal sale of beer and wine for off-premises consumption only.,failed,763,772,dry,dry,NA,NA,2016,Titus___Mount Pleasant_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Titus,NA,NA,Mount Pleasant,NA,11/3/2015,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,801,698,dry,wet,NA,NA,2016,Titus___Mount Pleasant_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Titus,NA,NA,Mount Pleasant,NA,11/8/2016,legal sale of beer and wine for off-premises consumption only.,passed,2074,1642,wet,wet,“wet” only for the sale of mixed beverages in restaurants by holders of food and beverage certificates,also “wet” for the sale of beer and wine for off-premises consumption.,2017,Titus___Mount Pleasant_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Franklin,NA,NA,Mount Vernon,NA,5/11/2013,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,265,221,dry,wet,NA,NA,2013,Franklin___Mount Vernon_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Franklin,NA,NA,Mount Vernon,NA,5/11/2013,legal sale of beer and wine for off-premises consumption only.,passed,258,230,dry,wet,NA,NA,2013,Franklin___Mount Vernon_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Cooke,NA,NA,Muenster,NA,5/12/2012,"legal sale of all alcoholic beverages, including mixed beverages.",passed,96,43,wet,wet,"was “wet” in large part for all alcoholic beverage sales, including mixed beverages",“wet” throughout for such sales.,2012,Cooke___Muenster_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Bailey,NA,NA,Muleshoe,NA,5/6/2017,"legal sale of all alcoholic beverages, including mixed beverages.",passed,131,55,wet,wet,all alcoholic beverages for off-premises consumption,all alcoholic beverages including mixed beverages.,2017,Bailey___Muleshoe_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Bailey,NA,NA,Muleshoe,NA,5/9/2015,legal sale of all alcoholic beverages for off-premises consumption only.,passed,534,372,dry,wet,NA,NA,2015,Bailey___Muleshoe_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Knox,NA,NA,Munday,NA,11/6/2012,legal sale of all alcoholic beverages for off-premises consumption only.,passed,236,144,dry,wet,NA,NA,2013,Knox___Munday_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Henderson,NA,NA,Murchison,NA,11/8/2011,legal sale of all alcoholic beverages for off-premises consumption only.,failed,53,82,dry,dry,NA,NA,2012,Henderson___Murchison_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Henderson,NA,NA,Murchison,NA,5/11/2013,legal sale of all alcoholic beverages for off-premises consumption only.,failed,51,69,dry,dry,NA,NA,2013,Henderson___Murchison_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Nacogdoches,NA,NA,Nacogdoches,NA,11/5/2013,"legal sale of all alcoholic beverages, including mixed beverages.",passed,1209,184,wet,wet,“wet” only for sales of alcoholic beverages for off-premises consumption,"“wet” for all alcoholic beverages sales, including the sale of mixed beverages.",2014,Nacogdoches___Nacogdoches_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Morris,NA,NA,Naples,NA,5/7/2016,"legal sale of all alcoholic beverages, including mixed beverages.",passed,134,108,dry,wet,NA,NA,2016,Morris___Naples_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Bowie,NA,NA,Nash,NA,11/5/2013,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,244,176,dry,wet,NA,NA,2014,Bowie___Nash_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Bowie,NA,NA,Nash,NA,11/5/2013,legal sale of beer and wine for off-premises consumption only.,passed,232,195,dry,wet,NA,NA,2014,Bowie___Nash_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Bowie,NA,NA,New Boston,NA,11/3/2015,legal sale of beer and wine for off-premises consumption only.,passed,470,373,dry,wet,NA,NA,2016,Bowie___New Boston_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Cherokee,NA,NA,New Summerfield,NA,11/8/2016,legal sale of beer and wine for off-premises consumption only.,passed,81,45,dry,wet,NA,NA,2017,Cherokee___New Summerfield_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Cherokee,NA,NA,New Summerfield,NA,5/5/2018,legal sale of all alcoholic beverages for off-premises consumption only.,passed,29,8,wet,wet,beer and wine for off-premises consumption,all alcoholic beverages for off-premises consumption.,2018,Cherokee___New Summerfield_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Walker,NA,NA,New Waverly,NA,5/14/2011,legal sale of beer and wine for off-premises consumption only.,passed,43,20,wet,wet,beer and wine for off-premises consumption ,“wet” throughout for such sales,2011,Walker___New Waverly_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Walker,NA,NA,New Waverly,NA,11/7/2017,"legal sale of all alcoholic beverages, including mixed beverages.",passed,128,56,wet,wet,beer and wine for off-premises consumption ,all alcoholic beverages including mixed beverages.,2018,Walker___New Waverly_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Montague,NA,NA,Nocona,NA,5/10/2014,"legal sale of all alcoholic beverages, including mixed beverages.",passed,178,70,wet,wet,“wet” only for the sale of all alcoholic beverages for off-premises consumption,"“wet” for all alcoholic beverage sales, including the sale of mixed beverages.",2014,Montague___Nocona_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Leon,NA,NA,Oakwood,NA,11/8/2011,"legal sale of all alcoholic beverages, including mixed beverages.",passed,58,27,dry,wet,NA,NA,2012,Leon___Oakwood_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Young,NA,NA,Olney,NA,11/2/2010,legal sale of all alcoholic beverages for off-premises consumption only.,failed,424,531,dry,dry,NA,NA,2011,Young___Olney_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Lamb,NA,NA,Olton,NA,11/5/2019,"legal sale of all alcoholic beverages, including mixed beverages.",passed,260,84,dry,wet,NA,NA,2020,Lamb___Olton_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Polk,NA,NA,Onalaska,NA,5/4/2019,"legal sale of all alcoholic beverages, including mixed beverages.",passed,136,32,wet,wet,“wet” only for the sale of all alcoholic beverages for off-premises consumption and for the sale of mixed beverages in restaurants by holders of food and beverage certificates.,“wet” for all alcoholic beverage sales including the sale of mixed beverages.,2019,Polk___Onalaska_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Upshur,NA,NA,Ore City,NA,5/9/2015,legal sale of all alcoholic beverages for off-premises consumption only.,passed,99,74,dry,wet,NA,NA,2015,Upshur___Ore City_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Rusk,Smith,NA,Overton,NA,11/4/2014,legal sale of beer and wine for off-premises consumption only.,passed,313,170,wet,wet,“wet” for the sale of beer and wine for off-premises consumption but the Rusk County portion of the city was “dry” for such sales.,“wet” throughout for the sale of beer and wine for off-premises consumption.,2015,Rusk_Smith__Overton_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Rusk,Smith,NA,Overton,NA,11/3/2015,"legal sale of all alcoholic beverages, including mixed beverages.",passed,148,121,wet,wet,“wet” only for the sale of beer and wine for off-premises consumption,"“wet” for the sale of all alcoholic beverages, including mixed beverages.",2016,Rusk_Smith__Overton_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Dawson,Lynn,NA,O'Donnell,NA,11/7/2017,"legal sale of all alcoholic beverages, including mixed beverages.",passed,119,25,dry,wet,NA,NA,2018,Dawson_Lynn__O'Donnell_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Matagorda,NA,NA,Palacios,NA,5/10/2014,legal sale of mixed beverages.,passed,376,183,wet,wet,“wet” for the sale of all alcoholic beverages except mixed beverages,"“wet” for the sale of all alcoholic beverages, including mixed beverages.",2014,Matagorda___Palacios_,legal sale of mixed beverages.,0,0,1,0,0,1,0
